50,0.00228
60,0.01064
70,0.03116
80,0.03496
90,0.0494
100,0.06764
110,0.08664
120,0.10412
130,0.1254
140,0.152
150,0.17784
160,0.2052
170,0.23256
180,0.25916
190,0.19836
200,0.23104
210,0.26296
220,0.29412
230,0.32224
240,0.34884
250,0.37316
260,0.39672
270,0.41876
280,0.44156
290,0.11248
300,0.12996
310,0.14744
320,0.16492
330,0.18316
340,0.2014
350,0.21888
360,0.23712
370,0.25384
380,0.27132
390,0.2888
400,0.30628
410,0.29412
420,0.31084
430,0.3268
440,0.342
450,0.3572
460,0.37164
470,0.38608
480,0.39976
490,0.41268
500,0.42484
510,0.437
520,0.44916
530,0.46056
540,0.4712
550,0.40356
560,0.41496
570,0.42636
580,0.437
590,0.44688
600,0.45676
610,0.46664
620,0.47576
630,0.48488
640,0.49324
650,0.5016
660,0.50996
670,0.51756
680,0.52516
690,0.532
700,0.53808
710,0.54492
720,0.551
730,0.55784
740,0.56392
750,0.57
760,0.57532
770,0.58064
780,0.58596
790,0.59128
800,0.5966
810,0.60116
820,0.60572
830,0.61028
840,0.61408
850,0.61864
860,0.62244
870,0.62624
880,0.63004
890,0.63308
900,0.63688
910,0.63992
920,0.64296
930,0.646
940,0.64904
950,0.65208
960,0.65512
970,0.6574
980,0.66044
990,0.66272
1000,0.665
1010,0.66804
1020,0.67032
1030,0.6726
1040,0.67412
1050,0.6764
1060,0.67868
1070,0.6802
1080,0.68248
1089.999,0.684
1099.999,0.68628
1109.999,0.6878
1119.999,0.68932
1129.999,0.69084
1139.999,0.69236
1149.999,0.69388
1159.999,0.6954
1169.999,0.69692
1179.999,0.69844
1189.999,0.69996
1199.999,0.70148
1209.999,0.70224
1219.999,0.70376
1229.999,0.70528
1239.999,0.70604
1249.999,0.70756
1259.999,0.70832
1269.999,0.70984
1279.999,0.7106
1289.999,0.71136
1299.999,0.71288
1309.999,0.71364
1319.999,0.7144
1329.999,0.71516
1339.999,0.71668
1349.999,0.71744
1359.999,0.7182
1369.999,0.71896
1379.999,0.71972
1389.999,0.72048
1399.999,0.72124
1409.999,0.722
1419.999,0.72276
1429.999,0.72352
1439.999,0.72428
1449.999,0.72504
1459.999,0.7258
1469.999,0.7258
1479.999,0.72656
1489.999,0.72732
1499.999,0.72808
1509.999,0.72884
1519.999,0.72884
1529.999,0.7296
1539.999,0.73036
1549.999,0.73112
1559.999,0.70908
1569.999,0.70984
1579.999,0.7106
1589.999,0.71136
1599.999,0.71212
1609.999,0.71288
1619.999,0.71364
1629.999,0.7144
1639.999,0.71516
1649.999,0.71592
1659.999,0.71668
1669.999,0.71744
1679.999,0.71744
1689.999,0.7182
1699.999,0.71896
1709.999,0.71972
1719.999,0.72048
1729.999,0.72048
1739.999,0.72124
1749.999,0.722
1759.999,0.72276
1769.999,0.72276
1779.999,0.72352
1789.999,0.72428
1799.999,0.72428
1809.999,0.72504
1819.999,0.7258
1829.999,0.7258
1839.999,0.72656
1849.999,0.72732
1859.999,0.72732
1869.999,0.72808
1879.999,0.72808
1889.999,0.72884
1899.999,0.7296
1909.999,0.7296
1919.999,0.73036
1929.999,0.73036
1939.999,0.73112
1949.999,0.73112
1959.999,0.73188
1969.999,0.73188
1979.999,0.73264
1989.999,0.73264
1999.999,0.7334
2009.999,0.7334
2019.999,0.73416
2029.999,0.73416
2039.999,0.73492
2049.999,0.73492
2059.999,0.73492
2069.999,0.73568
2079.999,0.73568
2089.999,0.73644
2099.999,0.73644
2109.999,0.73644
2119.999,0.7372
2129.999,0.7372
2139.999,0.73796
2149.999,0.73796
2159.999,0.73796
2169.999,0.73872
2179.999,0.73872
2189.999,0.73872
2199.999,0.73948
2209.999,0.73948
2219.999,0.73948
2229.999,0.74024
2239.999,0.74024
2249.999,0.74024
2259.999,0.741
2269.999,0.741
2279.999,0.741
2289.999,0.741
2299.999,0.74176
2309.999,0.74176
2319.999,0.74176
2329.999,0.74252
2339.999,0.74252
2349.999,0.74252
2359.999,0.74252
2369.999,0.74328
2379.999,0.74328
2389.999,0.74328
2399.999,0.74328
2409.999,0.74404
2419.999,0.74404
2429.999,0.74404
2439.999,0.74404
2449.999,0.7448
2459.999,0.7448
2469.999,0.7448
2479.999,0.7448
2489.999,0.74556
2499.999,0.74556
2509.999,0.74556
2519.999,0.74556
2529.999,0.74556
2539.999,0.74632
2549.999,0.74632
2559.999,0.74632
2569.999,0.74632
2579.999,0.74632
2589.999,0.74708
2599.999,0.74708
2609.999,0.74708
2619.999,0.74708
2629.999,0.74708
2639.999,0.74708
2649.999,0.74784
2659.999,0.74784
2669.999,0.74784
2679.999,0.74784
2689.999,0.74784
2699.999,0.74784
2709.999,0.7486
2719.999,0.7486
2729.999,0.7486
2739.999,0.7486
2749.999,0.7486
2759.999,0.7486
2769.999,0.74936
2779.999,0.74936
2789.999,0.74936
2799.999,0.74936
2809.999,0.74936
2819.999,0.74936
2829.999,0.74936
2839.999,0.74936
2849.999,0.75012
2859.999,0.75012
2869.999,0.75012
2879.999,0.75012
2889.999,0.75012
2899.999,0.75012
2909.999,0.75012
2919.999,0.75088
2929.999,0.75088
2939.999,0.75088
2949.999,0.75088
2959.999,0.75088
2969.999,0.75088
2979.999,0.75088
2989.999,0.75088
2999.999,0.75088
3009.999,0.75164
3019.999,0.75164
3029.999,0.75164
3039.999,0.75164
3049.999,0.75164
3059.999,0.75164
3069.999,0.75164
3079.999,0.75164
3089.999,0.75164
3099.999,0.75164
3109.999,0.7524
3119.999,0.7524
3129.999,0.7524
3139.999,0.7524
3149.999,0.7524
3159.999,0.7524
3169.999,0.7524
3179.999,0.7524
3189.999,0.7524
3199.999,0.7524
3209.999,0.7524
3219.999,0.75316
3229.999,0.75316
3239.999,0.75316
3249.999,0.75316
3259.999,0.75316
3269.998,0.75316
3279.998,0.75316
3289.998,0.75316
3299.998,0.75316
3309.998,0.75316
3319.998,0.75316
3329.998,0.75316
3339.998,0.75316
3349.998,0.75392
3359.998,0.75392
3369.998,0.75392
3379.998,0.75392
3389.998,0.75392
3399.998,0.75392
3409.998,0.75392
3419.998,0.75392
3429.998,0.75392
3439.998,0.75392
