,Energy,Transmission,Density,Thickness
928,1863.1,0.9816,2250.0,2.0000000000000002e-07
929,1865.1,0.98166,2250.0,2.0000000000000002e-07
930,1867.1,0.98172,2250.0,2.0000000000000002e-07
931,1869.1,0.98177,2250.0,2.0000000000000002e-07
932,1871.1,0.98183,2250.0,2.0000000000000002e-07
933,1873.1,0.98189,2250.0,2.0000000000000002e-07
934,1875.1,0.98194,2250.0,2.0000000000000002e-07
935,1877.1,0.982,2250.0,2.0000000000000002e-07
936,1879.1,0.98205,2250.0,2.0000000000000002e-07
937,1881.1,0.98211,2250.0,2.0000000000000002e-07
938,1883.1,0.98216,2250.0,2.0000000000000002e-07
939,1885.1,0.98222,2250.0,2.0000000000000002e-07
940,1887.1,0.98227,2250.0,2.0000000000000002e-07
941,1889.1,0.98232,2250.0,2.0000000000000002e-07
942,1891.1,0.98238,2250.0,2.0000000000000002e-07
943,1893.1,0.98243,2250.0,2.0000000000000002e-07
944,1895.1,0.98249,2250.0,2.0000000000000002e-07
945,1897.1,0.98254,2250.0,2.0000000000000002e-07
946,1899.1,0.98259,2250.0,2.0000000000000002e-07
947,1901.1,0.98264,2250.0,2.0000000000000002e-07
948,1903.1,0.9827,2250.0,2.0000000000000002e-07
949,1905.1,0.98275,2250.0,2.0000000000000002e-07
950,1907.1,0.9828,2250.0,2.0000000000000002e-07
951,1909.1,0.98285,2250.0,2.0000000000000002e-07
952,1911.1,0.9829,2250.0,2.0000000000000002e-07
953,1913.1,0.98296,2250.0,2.0000000000000002e-07
954,1915.1,0.98301,2250.0,2.0000000000000002e-07
955,1917.1,0.98306,2250.0,2.0000000000000002e-07
956,1919.1,0.98311,2250.0,2.0000000000000002e-07
957,1921.1,0.98316,2250.0,2.0000000000000002e-07
958,1923.1,0.98321,2250.0,2.0000000000000002e-07
959,1925.1,0.98326,2250.0,2.0000000000000002e-07
960,1927.1,0.98331,2250.0,2.0000000000000002e-07
961,1929.1,0.98336,2250.0,2.0000000000000002e-07
962,1931.1,0.98341,2250.0,2.0000000000000002e-07
963,1933.1,0.98346,2250.0,2.0000000000000002e-07
964,1935.1,0.98351,2250.0,2.0000000000000002e-07
965,1937.1,0.98356,2250.0,2.0000000000000002e-07
966,1939.1,0.98361,2250.0,2.0000000000000002e-07
967,1941.1,0.98366,2250.0,2.0000000000000002e-07
968,1943.1,0.9837,2250.0,2.0000000000000002e-07
969,1945.1,0.98375,2250.0,2.0000000000000002e-07
970,1947.1,0.9838,2250.0,2.0000000000000002e-07
971,1949.1,0.98385,2250.0,2.0000000000000002e-07
972,1951.1,0.9839,2250.0,2.0000000000000002e-07
973,1953.1,0.98394,2250.0,2.0000000000000002e-07
974,1955.1,0.98399,2250.0,2.0000000000000002e-07
975,1957.1,0.98404,2250.0,2.0000000000000002e-07
976,1959.1,0.98409,2250.0,2.0000000000000002e-07
977,1961.0,0.98413,2250.0,2.0000000000000002e-07
978,1963.0,0.98418,2250.0,2.0000000000000002e-07
979,1965.0,0.98423,2250.0,2.0000000000000002e-07
980,1967.0,0.98427,2250.0,2.0000000000000002e-07
981,1969.0,0.98432,2250.0,2.0000000000000002e-07
982,1971.0,0.98436,2250.0,2.0000000000000002e-07
983,1973.0,0.98441,2250.0,2.0000000000000002e-07
984,1975.0,0.98446,2250.0,2.0000000000000002e-07
985,1977.0,0.9845,2250.0,2.0000000000000002e-07
986,1979.0,0.98455,2250.0,2.0000000000000002e-07
987,1981.0,0.98459,2250.0,2.0000000000000002e-07
988,1983.0,0.98464,2250.0,2.0000000000000002e-07
989,1985.0,0.98468,2250.0,2.0000000000000002e-07
990,1987.0,0.98472,2250.0,2.0000000000000002e-07
991,1989.0,0.98477,2250.0,2.0000000000000002e-07
992,1991.0,0.98481,2250.0,2.0000000000000002e-07
993,1993.0,0.98486,2250.0,2.0000000000000002e-07
994,1995.0,0.9849,2250.0,2.0000000000000002e-07
995,1997.0,0.98494,2250.0,2.0000000000000002e-07
996,1999.0,0.98499,2250.0,2.0000000000000002e-07
997,2001.0,0.98503,2250.0,2.0000000000000002e-07
998,2003.0,0.98507,2250.0,2.0000000000000002e-07
999,2005.0,0.98511,2250.0,2.0000000000000002e-07
1000,2007.0,0.98516,2250.0,2.0000000000000002e-07
1001,2009.0,0.9852,2250.0,2.0000000000000002e-07
1002,2010.0,0.98522,2250.0,2.0000000000000002e-07
1003,2012.0,0.98526,2250.0,2.0000000000000002e-07
1004,2014.0,0.9853,2250.0,2.0000000000000002e-07
1005,2016.0,0.98535,2250.0,2.0000000000000002e-07
1006,2018.0,0.98539,2250.0,2.0000000000000002e-07
1007,2020.0,0.98543,2250.0,2.0000000000000002e-07
1008,2022.0,0.98547,2250.0,2.0000000000000002e-07
1009,2024.0,0.98551,2250.0,2.0000000000000002e-07
1010,2026.0,0.98555,2250.0,2.0000000000000002e-07
1011,2028.0,0.98559,2250.0,2.0000000000000002e-07
1012,2030.0,0.98563,2250.0,2.0000000000000002e-07
1013,2032.0,0.98568,2250.0,2.0000000000000002e-07
1014,2034.0,0.98572,2250.0,2.0000000000000002e-07
1015,2036.0,0.98576,2250.0,2.0000000000000002e-07
1016,2038.0,0.9858,2250.0,2.0000000000000002e-07
1017,2040.0,0.98584,2250.0,2.0000000000000002e-07
1018,2042.0,0.98588,2250.0,2.0000000000000002e-07
1019,2044.0,0.98592,2250.0,2.0000000000000002e-07
1020,2046.0,0.98596,2250.0,2.0000000000000002e-07
1021,2048.0,0.986,2250.0,2.0000000000000002e-07
1022,2050.0,0.98604,2250.0,2.0000000000000002e-07
1023,2052.0,0.98608,2250.0,2.0000000000000002e-07
1024,2054.0,0.98612,2250.0,2.0000000000000002e-07
1025,2056.0,0.98616,2250.0,2.0000000000000002e-07
1026,2058.0,0.98619,2250.0,2.0000000000000002e-07
1027,2059.9,0.98623,2250.0,2.0000000000000002e-07
1028,2061.9,0.98627,2250.0,2.0000000000000002e-07
1029,2063.9,0.98631,2250.0,2.0000000000000002e-07
1030,2065.9,0.98635,2250.0,2.0000000000000002e-07
1031,2067.9,0.98639,2250.0,2.0000000000000002e-07
1032,2069.9,0.98643,2250.0,2.0000000000000002e-07
1033,2071.9,0.98646,2250.0,2.0000000000000002e-07
1034,2073.9,0.9865,2250.0,2.0000000000000002e-07
1035,2075.9,0.98654,2250.0,2.0000000000000002e-07
1036,2077.9,0.98658,2250.0,2.0000000000000002e-07
1037,2079.9,0.98662,2250.0,2.0000000000000002e-07
1038,2081.9,0.98665,2250.0,2.0000000000000002e-07
1039,2083.9,0.98669,2250.0,2.0000000000000002e-07
1040,2085.9,0.98673,2250.0,2.0000000000000002e-07
1041,2087.9,0.98676,2250.0,2.0000000000000002e-07
1042,2089.9,0.9868,2250.0,2.0000000000000002e-07
1043,2091.9,0.98684,2250.0,2.0000000000000002e-07
1044,2093.9,0.98687,2250.0,2.0000000000000002e-07
1045,2095.9,0.98691,2250.0,2.0000000000000002e-07
1046,2097.9,0.98695,2250.0,2.0000000000000002e-07
1047,2099.9,0.98698,2250.0,2.0000000000000002e-07
1048,2101.9,0.98702,2250.0,2.0000000000000002e-07
1049,2103.9,0.98706,2250.0,2.0000000000000002e-07
1050,2105.9,0.98709,2250.0,2.0000000000000002e-07
1051,2107.9,0.98713,2250.0,2.0000000000000002e-07
1052,2109.9,0.98716,2250.0,2.0000000000000002e-07
1053,2111.9,0.9872,2250.0,2.0000000000000002e-07
1054,2113.9,0.98723,2250.0,2.0000000000000002e-07
1055,2115.9,0.98727,2250.0,2.0000000000000002e-07
1056,2117.9,0.9873,2250.0,2.0000000000000002e-07
1057,2119.9,0.98734,2250.0,2.0000000000000002e-07
1058,2121.9,0.98737,2250.0,2.0000000000000002e-07
1059,2123.9,0.98741,2250.0,2.0000000000000002e-07
1060,2125.9,0.98744,2250.0,2.0000000000000002e-07
1061,2127.9,0.98748,2250.0,2.0000000000000002e-07
1062,2129.9,0.98751,2250.0,2.0000000000000002e-07
1063,2131.9,0.98755,2250.0,2.0000000000000002e-07
1064,2133.9,0.98758,2250.0,2.0000000000000002e-07
1065,2135.9,0.98761,2250.0,2.0000000000000002e-07
1066,2137.9,0.98765,2250.0,2.0000000000000002e-07
1067,2139.9,0.98768,2250.0,2.0000000000000002e-07
1068,2141.9,0.98771,2250.0,2.0000000000000002e-07
1069,2143.9,0.98775,2250.0,2.0000000000000002e-07
1070,2145.9,0.98778,2250.0,2.0000000000000002e-07
1071,2147.9,0.98781,2250.0,2.0000000000000002e-07
1072,2149.9,0.98785,2250.0,2.0000000000000002e-07
1073,2151.9,0.98788,2250.0,2.0000000000000002e-07
1074,2153.9,0.98791,2250.0,2.0000000000000002e-07
1075,2155.9,0.98795,2250.0,2.0000000000000002e-07
1076,2157.9,0.98798,2250.0,2.0000000000000002e-07
1077,2159.9,0.98801,2250.0,2.0000000000000002e-07
1078,2161.8,0.98804,2250.0,2.0000000000000002e-07
1079,2163.8,0.98808,2250.0,2.0000000000000002e-07
1080,2165.8,0.98811,2250.0,2.0000000000000002e-07
1081,2167.8,0.98814,2250.0,2.0000000000000002e-07
1082,2169.8,0.98817,2250.0,2.0000000000000002e-07
1083,2171.8,0.9882,2250.0,2.0000000000000002e-07
1084,2173.8,0.98824,2250.0,2.0000000000000002e-07
1085,2175.8,0.98827,2250.0,2.0000000000000002e-07
1086,2177.8,0.9883,2250.0,2.0000000000000002e-07
1087,2179.8,0.98833,2250.0,2.0000000000000002e-07
1088,2181.8,0.98836,2250.0,2.0000000000000002e-07
1089,2183.8,0.98839,2250.0,2.0000000000000002e-07
1090,2185.8,0.98842,2250.0,2.0000000000000002e-07
1091,2187.8,0.98845,2250.0,2.0000000000000002e-07
1092,2189.8,0.98848,2250.0,2.0000000000000002e-07
1093,2191.8,0.98852,2250.0,2.0000000000000002e-07
1094,2193.8,0.98855,2250.0,2.0000000000000002e-07
1095,2195.8,0.98858,2250.0,2.0000000000000002e-07
1096,2197.8,0.98861,2250.0,2.0000000000000002e-07
1097,2199.8,0.98864,2250.0,2.0000000000000002e-07
1098,2201.8,0.98867,2250.0,2.0000000000000002e-07
1099,2203.8,0.9887,2250.0,2.0000000000000002e-07
1100,2205.8,0.98873,2250.0,2.0000000000000002e-07
1101,2207.8,0.98876,2250.0,2.0000000000000002e-07
1102,2209.8,0.98879,2250.0,2.0000000000000002e-07
1103,2211.8,0.98882,2250.0,2.0000000000000002e-07
1104,2213.8,0.98885,2250.0,2.0000000000000002e-07
1105,2215.8,0.98888,2250.0,2.0000000000000002e-07
1106,2217.8,0.98891,2250.0,2.0000000000000002e-07
1107,2219.8,0.98893,2250.0,2.0000000000000002e-07
1108,2221.8,0.98896,2250.0,2.0000000000000002e-07
1109,2223.8,0.98899,2250.0,2.0000000000000002e-07
1110,2225.8,0.98902,2250.0,2.0000000000000002e-07
1111,2227.8,0.98905,2250.0,2.0000000000000002e-07
1112,2229.8,0.98908,2250.0,2.0000000000000002e-07
1113,2231.8,0.98911,2250.0,2.0000000000000002e-07
1114,2233.8,0.98914,2250.0,2.0000000000000002e-07
1115,2235.8,0.98916,2250.0,2.0000000000000002e-07
1116,2237.8,0.98919,2250.0,2.0000000000000002e-07
1117,2239.8,0.98922,2250.0,2.0000000000000002e-07
1118,2241.8,0.98925,2250.0,2.0000000000000002e-07
1119,2243.8,0.98928,2250.0,2.0000000000000002e-07
1120,2245.8,0.98931,2250.0,2.0000000000000002e-07
1121,2247.8,0.98933,2250.0,2.0000000000000002e-07
1122,2249.8,0.98936,2250.0,2.0000000000000002e-07
1123,2251.8,0.98939,2250.0,2.0000000000000002e-07
1124,2253.8,0.98942,2250.0,2.0000000000000002e-07
1125,2255.8,0.98944,2250.0,2.0000000000000002e-07
1126,2257.8,0.98947,2250.0,2.0000000000000002e-07
1127,2259.7,0.9895,2250.0,2.0000000000000002e-07
1128,2261.7,0.98953,2250.0,2.0000000000000002e-07
1129,2263.7,0.98955,2250.0,2.0000000000000002e-07
1130,2265.7,0.98958,2250.0,2.0000000000000002e-07
1131,2267.7,0.98961,2250.0,2.0000000000000002e-07
1132,2269.7,0.98963,2250.0,2.0000000000000002e-07
1133,2271.7,0.98966,2250.0,2.0000000000000002e-07
1134,2273.7,0.98969,2250.0,2.0000000000000002e-07
1135,2275.7,0.98971,2250.0,2.0000000000000002e-07
1136,2277.7,0.98974,2250.0,2.0000000000000002e-07
1137,2279.7,0.98977,2250.0,2.0000000000000002e-07
1138,2281.7,0.98979,2250.0,2.0000000000000002e-07
1139,2283.7,0.98982,2250.0,2.0000000000000002e-07
1140,2285.7,0.98985,2250.0,2.0000000000000002e-07
1141,2287.7,0.98987,2250.0,2.0000000000000002e-07
1142,2289.7,0.9899,2250.0,2.0000000000000002e-07
1143,2291.7,0.98992,2250.0,2.0000000000000002e-07
1144,2293.7,0.98995,2250.0,2.0000000000000002e-07
1145,2295.7,0.98997,2250.0,2.0000000000000002e-07
1146,2297.7,0.99,2250.0,2.0000000000000002e-07
1147,2299.7,0.99003,2250.0,2.0000000000000002e-07
1148,2301.7,0.99005,2250.0,2.0000000000000002e-07
1149,2303.7,0.99008,2250.0,2.0000000000000002e-07
1150,2305.7,0.9901,2250.0,2.0000000000000002e-07
1151,2307.7,0.99013,2250.0,2.0000000000000002e-07
1152,2309.7,0.99015,2250.0,2.0000000000000002e-07
1153,2311.7,0.99018,2250.0,2.0000000000000002e-07
1154,2313.7,0.9902,2250.0,2.0000000000000002e-07
1155,2315.7,0.99023,2250.0,2.0000000000000002e-07
1156,2317.7,0.99025,2250.0,2.0000000000000002e-07
1157,2319.7,0.99028,2250.0,2.0000000000000002e-07
1158,2321.7,0.9903,2250.0,2.0000000000000002e-07
1159,2323.7,0.99033,2250.0,2.0000000000000002e-07
1160,2325.7,0.99035,2250.0,2.0000000000000002e-07
1161,2327.7,0.99037,2250.0,2.0000000000000002e-07
1162,2329.7,0.9904,2250.0,2.0000000000000002e-07
1163,2331.7,0.99042,2250.0,2.0000000000000002e-07
1164,2333.7,0.99045,2250.0,2.0000000000000002e-07
1165,2335.7,0.99047,2250.0,2.0000000000000002e-07
1166,2337.7,0.99049,2250.0,2.0000000000000002e-07
1167,2339.7,0.99052,2250.0,2.0000000000000002e-07
1168,2341.7,0.99054,2250.0,2.0000000000000002e-07
1169,2343.7,0.99057,2250.0,2.0000000000000002e-07
1170,2345.7,0.99059,2250.0,2.0000000000000002e-07
1171,2347.7,0.99061,2250.0,2.0000000000000002e-07
1172,2349.7,0.99064,2250.0,2.0000000000000002e-07
1173,2351.7,0.99066,2250.0,2.0000000000000002e-07
1174,2353.7,0.99068,2250.0,2.0000000000000002e-07
1175,2355.7,0.99071,2250.0,2.0000000000000002e-07
1176,2357.7,0.99073,2250.0,2.0000000000000002e-07
1177,2359.6,0.99075,2250.0,2.0000000000000002e-07
1178,2361.6,0.99078,2250.0,2.0000000000000002e-07
1179,2363.6,0.9908,2250.0,2.0000000000000002e-07
1180,2365.6,0.99082,2250.0,2.0000000000000002e-07
1181,2367.6,0.99085,2250.0,2.0000000000000002e-07
1182,2369.6,0.99087,2250.0,2.0000000000000002e-07
1183,2371.6,0.99089,2250.0,2.0000000000000002e-07
1184,2373.6,0.99091,2250.0,2.0000000000000002e-07
1185,2375.6,0.99094,2250.0,2.0000000000000002e-07
1186,2377.6,0.99096,2250.0,2.0000000000000002e-07
1187,2379.6,0.99098,2250.0,2.0000000000000002e-07
1188,2381.6,0.991,2250.0,2.0000000000000002e-07
1189,2383.6,0.99102,2250.0,2.0000000000000002e-07
1190,2385.6,0.99105,2250.0,2.0000000000000002e-07
1191,2387.6,0.99107,2250.0,2.0000000000000002e-07
1192,2389.6,0.99109,2250.0,2.0000000000000002e-07
1193,2391.6,0.99111,2250.0,2.0000000000000002e-07
1194,2393.6,0.99113,2250.0,2.0000000000000002e-07
1195,2395.6,0.99116,2250.0,2.0000000000000002e-07
1196,2397.6,0.99118,2250.0,2.0000000000000002e-07
1197,2399.6,0.9912,2250.0,2.0000000000000002e-07
1198,2401.6,0.99122,2250.0,2.0000000000000002e-07
1199,2403.6,0.99124,2250.0,2.0000000000000002e-07
1200,2405.6,0.99126,2250.0,2.0000000000000002e-07
1201,2407.6,0.99129,2250.0,2.0000000000000002e-07
1202,2409.6,0.99131,2250.0,2.0000000000000002e-07
1203,2411.6,0.99133,2250.0,2.0000000000000002e-07
1204,2413.6,0.99135,2250.0,2.0000000000000002e-07
1205,2415.6,0.99137,2250.0,2.0000000000000002e-07
1206,2417.6,0.99139,2250.0,2.0000000000000002e-07
1207,2419.6,0.99141,2250.0,2.0000000000000002e-07
1208,2421.6,0.99143,2250.0,2.0000000000000002e-07
1209,2423.6,0.99145,2250.0,2.0000000000000002e-07
1210,2425.6,0.99148,2250.0,2.0000000000000002e-07
1211,2427.6,0.9915,2250.0,2.0000000000000002e-07
1212,2429.6,0.99152,2250.0,2.0000000000000002e-07
1213,2431.6,0.99154,2250.0,2.0000000000000002e-07
1214,2433.6,0.99156,2250.0,2.0000000000000002e-07
1215,2435.6,0.99158,2250.0,2.0000000000000002e-07
1216,2437.6,0.9916,2250.0,2.0000000000000002e-07
1217,2439.6,0.99162,2250.0,2.0000000000000002e-07
1218,2441.6,0.99164,2250.0,2.0000000000000002e-07
1219,2443.6,0.99166,2250.0,2.0000000000000002e-07
1220,2445.6,0.99168,2250.0,2.0000000000000002e-07
1221,2447.6,0.9917,2250.0,2.0000000000000002e-07
1222,2449.6,0.99172,2250.0,2.0000000000000002e-07
1223,2451.6,0.99174,2250.0,2.0000000000000002e-07
1224,2453.6,0.99176,2250.0,2.0000000000000002e-07
1225,2455.6,0.99178,2250.0,2.0000000000000002e-07
1226,2457.6,0.9918,2250.0,2.0000000000000002e-07
1227,2459.6,0.99182,2250.0,2.0000000000000002e-07
1228,2461.5,0.99184,2250.0,2.0000000000000002e-07
1229,2463.5,0.99186,2250.0,2.0000000000000002e-07
1230,2465.5,0.99188,2250.0,2.0000000000000002e-07
1231,2467.5,0.9919,2250.0,2.0000000000000002e-07
1232,2469.5,0.99192,2250.0,2.0000000000000002e-07
1233,2471.5,0.99194,2250.0,2.0000000000000002e-07
1234,2473.5,0.99195,2250.0,2.0000000000000002e-07
1235,2475.5,0.99197,2250.0,2.0000000000000002e-07
1236,2477.5,0.99199,2250.0,2.0000000000000002e-07
1237,2479.5,0.99201,2250.0,2.0000000000000002e-07
1238,2481.5,0.99203,2250.0,2.0000000000000002e-07
1239,2483.5,0.99205,2250.0,2.0000000000000002e-07
1240,2485.5,0.99207,2250.0,2.0000000000000002e-07
1241,2487.5,0.99209,2250.0,2.0000000000000002e-07
1242,2489.5,0.99211,2250.0,2.0000000000000002e-07
1243,2491.5,0.99213,2250.0,2.0000000000000002e-07
1244,2493.5,0.99214,2250.0,2.0000000000000002e-07
1245,2495.5,0.99216,2250.0,2.0000000000000002e-07
1246,2497.5,0.99218,2250.0,2.0000000000000002e-07
1247,2499.5,0.9922,2250.0,2.0000000000000002e-07
1248,2501.5,0.99222,2250.0,2.0000000000000002e-07
1249,2503.5,0.99224,2250.0,2.0000000000000002e-07
1250,2505.5,0.99225,2250.0,2.0000000000000002e-07
1251,2507.5,0.99227,2250.0,2.0000000000000002e-07
1252,2509.5,0.99229,2250.0,2.0000000000000002e-07
1253,2511.5,0.99231,2250.0,2.0000000000000002e-07
1254,2513.5,0.99233,2250.0,2.0000000000000002e-07
1255,2515.5,0.99235,2250.0,2.0000000000000002e-07
1256,2517.5,0.99236,2250.0,2.0000000000000002e-07
1257,2519.5,0.99238,2250.0,2.0000000000000002e-07
1258,2521.5,0.9924,2250.0,2.0000000000000002e-07
1259,2523.5,0.99242,2250.0,2.0000000000000002e-07
1260,2525.5,0.99243,2250.0,2.0000000000000002e-07
1261,2527.5,0.99245,2250.0,2.0000000000000002e-07
1262,2529.5,0.99247,2250.0,2.0000000000000002e-07
1263,2531.5,0.99249,2250.0,2.0000000000000002e-07
1264,2533.5,0.99251,2250.0,2.0000000000000002e-07
1265,2535.5,0.99252,2250.0,2.0000000000000002e-07
1266,2537.5,0.99254,2250.0,2.0000000000000002e-07
1267,2539.5,0.99256,2250.0,2.0000000000000002e-07
1268,2541.5,0.99257,2250.0,2.0000000000000002e-07
1269,2543.5,0.99259,2250.0,2.0000000000000002e-07
1270,2545.5,0.99261,2250.0,2.0000000000000002e-07
1271,2547.5,0.99263,2250.0,2.0000000000000002e-07
1272,2549.5,0.99264,2250.0,2.0000000000000002e-07
1273,2551.5,0.99266,2250.0,2.0000000000000002e-07
1274,2553.5,0.99268,2250.0,2.0000000000000002e-07
1275,2555.5,0.99269,2250.0,2.0000000000000002e-07
1276,2557.5,0.99271,2250.0,2.0000000000000002e-07
1277,2559.4,0.99273,2250.0,2.0000000000000002e-07
1278,2561.4,0.99275,2250.0,2.0000000000000002e-07
1279,2563.4,0.99276,2250.0,2.0000000000000002e-07
1280,2565.4,0.99278,2250.0,2.0000000000000002e-07
1281,2567.4,0.9928,2250.0,2.0000000000000002e-07
1282,2569.4,0.99281,2250.0,2.0000000000000002e-07
1283,2571.4,0.99283,2250.0,2.0000000000000002e-07
1284,2573.4,0.99284,2250.0,2.0000000000000002e-07
1285,2575.4,0.99286,2250.0,2.0000000000000002e-07
1286,2577.4,0.99288,2250.0,2.0000000000000002e-07
1287,2579.4,0.99289,2250.0,2.0000000000000002e-07
1288,2581.4,0.99291,2250.0,2.0000000000000002e-07
1289,2583.4,0.99293,2250.0,2.0000000000000002e-07
1290,2585.4,0.99294,2250.0,2.0000000000000002e-07
1291,2587.4,0.99296,2250.0,2.0000000000000002e-07
1292,2589.4,0.99298,2250.0,2.0000000000000002e-07
1293,2591.4,0.99299,2250.0,2.0000000000000002e-07
1294,2593.4,0.99301,2250.0,2.0000000000000002e-07
1295,2595.4,0.99302,2250.0,2.0000000000000002e-07
1296,2597.4,0.99304,2250.0,2.0000000000000002e-07
1297,2599.4,0.99305,2250.0,2.0000000000000002e-07
1298,2601.4,0.99307,2250.0,2.0000000000000002e-07
1299,2603.4,0.99309,2250.0,2.0000000000000002e-07
1300,2605.4,0.9931,2250.0,2.0000000000000002e-07
1301,2607.4,0.99312,2250.0,2.0000000000000002e-07
1302,2609.4,0.99313,2250.0,2.0000000000000002e-07
1303,2611.4,0.99315,2250.0,2.0000000000000002e-07
1304,2613.4,0.99316,2250.0,2.0000000000000002e-07
1305,2615.4,0.99318,2250.0,2.0000000000000002e-07
1306,2617.4,0.9932,2250.0,2.0000000000000002e-07
1307,2619.4,0.99321,2250.0,2.0000000000000002e-07
1308,2621.4,0.99323,2250.0,2.0000000000000002e-07
1309,2623.4,0.99324,2250.0,2.0000000000000002e-07
1310,2625.4,0.99326,2250.0,2.0000000000000002e-07
1311,2627.4,0.99327,2250.0,2.0000000000000002e-07
1312,2629.4,0.99329,2250.0,2.0000000000000002e-07
1313,2631.4,0.9933,2250.0,2.0000000000000002e-07
1314,2633.4,0.99332,2250.0,2.0000000000000002e-07
1315,2635.4,0.99333,2250.0,2.0000000000000002e-07
1316,2637.4,0.99335,2250.0,2.0000000000000002e-07
1317,2639.4,0.99336,2250.0,2.0000000000000002e-07
1318,2641.4,0.99338,2250.0,2.0000000000000002e-07
1319,2643.4,0.99339,2250.0,2.0000000000000002e-07
1320,2645.4,0.99341,2250.0,2.0000000000000002e-07
1321,2647.4,0.99342,2250.0,2.0000000000000002e-07
1322,2649.4,0.99344,2250.0,2.0000000000000002e-07
1323,2651.4,0.99345,2250.0,2.0000000000000002e-07
1324,2653.4,0.99347,2250.0,2.0000000000000002e-07
1325,2655.4,0.99348,2250.0,2.0000000000000002e-07
1326,2657.4,0.9935,2250.0,2.0000000000000002e-07
1327,2659.4,0.99351,2250.0,2.0000000000000002e-07
1328,2661.3,0.99352,2250.0,2.0000000000000002e-07
1329,2663.3,0.99354,2250.0,2.0000000000000002e-07
1330,2665.3,0.99355,2250.0,2.0000000000000002e-07
1331,2667.3,0.99357,2250.0,2.0000000000000002e-07
1332,2669.3,0.99358,2250.0,2.0000000000000002e-07
1333,2671.3,0.9936,2250.0,2.0000000000000002e-07
1334,2673.3,0.99361,2250.0,2.0000000000000002e-07
1335,2675.3,0.99362,2250.0,2.0000000000000002e-07
1336,2677.3,0.99364,2250.0,2.0000000000000002e-07
1337,2679.3,0.99365,2250.0,2.0000000000000002e-07
1338,2681.3,0.99367,2250.0,2.0000000000000002e-07
1339,2683.3,0.99368,2250.0,2.0000000000000002e-07
1340,2685.3,0.99369,2250.0,2.0000000000000002e-07
1341,2687.3,0.99371,2250.0,2.0000000000000002e-07
1342,2689.3,0.99372,2250.0,2.0000000000000002e-07
1343,2691.3,0.99374,2250.0,2.0000000000000002e-07
1344,2693.3,0.99375,2250.0,2.0000000000000002e-07
1345,2695.3,0.99376,2250.0,2.0000000000000002e-07
1346,2697.3,0.99378,2250.0,2.0000000000000002e-07
1347,2699.3,0.99379,2250.0,2.0000000000000002e-07
1348,2701.3,0.99381,2250.0,2.0000000000000002e-07
1349,2703.3,0.99382,2250.0,2.0000000000000002e-07
1350,2705.3,0.99383,2250.0,2.0000000000000002e-07
1351,2707.3,0.99385,2250.0,2.0000000000000002e-07
1352,2709.3,0.99386,2250.0,2.0000000000000002e-07
1353,2711.3,0.99387,2250.0,2.0000000000000002e-07
1354,2713.3,0.99389,2250.0,2.0000000000000002e-07
1355,2715.3,0.9939,2250.0,2.0000000000000002e-07
1356,2717.3,0.99391,2250.0,2.0000000000000002e-07
1357,2719.3,0.99393,2250.0,2.0000000000000002e-07
1358,2721.3,0.99394,2250.0,2.0000000000000002e-07
1359,2723.3,0.99395,2250.0,2.0000000000000002e-07
1360,2725.3,0.99397,2250.0,2.0000000000000002e-07
1361,2727.3,0.99398,2250.0,2.0000000000000002e-07
1362,2729.3,0.99399,2250.0,2.0000000000000002e-07
1363,2731.3,0.99401,2250.0,2.0000000000000002e-07
1364,2733.3,0.99402,2250.0,2.0000000000000002e-07
1365,2735.3,0.99403,2250.0,2.0000000000000002e-07
1366,2737.3,0.99404,2250.0,2.0000000000000002e-07
1367,2739.3,0.99406,2250.0,2.0000000000000002e-07
1368,2741.3,0.99407,2250.0,2.0000000000000002e-07
1369,2743.3,0.99408,2250.0,2.0000000000000002e-07
1370,2745.3,0.9941,2250.0,2.0000000000000002e-07
1371,2747.3,0.99411,2250.0,2.0000000000000002e-07
1372,2749.3,0.99412,2250.0,2.0000000000000002e-07
1373,2751.3,0.99413,2250.0,2.0000000000000002e-07
1374,2753.3,0.99415,2250.0,2.0000000000000002e-07
1375,2755.3,0.99416,2250.0,2.0000000000000002e-07
1376,2757.3,0.99417,2250.0,2.0000000000000002e-07
1377,2759.3,0.99418,2250.0,2.0000000000000002e-07
1378,2761.2,0.9942,2250.0,2.0000000000000002e-07
1379,2763.2,0.99421,2250.0,2.0000000000000002e-07
1380,2765.2,0.99422,2250.0,2.0000000000000002e-07
1381,2767.2,0.99423,2250.0,2.0000000000000002e-07
1382,2769.2,0.99425,2250.0,2.0000000000000002e-07
1383,2771.2,0.99426,2250.0,2.0000000000000002e-07
1384,2773.2,0.99427,2250.0,2.0000000000000002e-07
1385,2775.2,0.99428,2250.0,2.0000000000000002e-07
1386,2777.2,0.9943,2250.0,2.0000000000000002e-07
1387,2779.2,0.99431,2250.0,2.0000000000000002e-07
1388,2781.2,0.99432,2250.0,2.0000000000000002e-07
1389,2783.2,0.99433,2250.0,2.0000000000000002e-07
1390,2785.2,0.99435,2250.0,2.0000000000000002e-07
1391,2787.2,0.99436,2250.0,2.0000000000000002e-07
1392,2789.2,0.99437,2250.0,2.0000000000000002e-07
1393,2791.2,0.99438,2250.0,2.0000000000000002e-07
1394,2793.2,0.99439,2250.0,2.0000000000000002e-07
1395,2795.2,0.99441,2250.0,2.0000000000000002e-07
